genename PIP_sum PIP_0hr_GABA PIP_1hr_GABA PIP_6hr_GABA PIP_diff
CROCC 0.0704730094002414 0.0185541405932721 0.0196752761170939 0.0322435926898754 0.0333647282136972
UBXN6 0.0897615462158801 0.0282112523371739 0.0185805971623999 0.0429696967163063 0.0333390415415323
FOCAD 0.0831315745135281 0.0249105465747864 0.0101562859598835 0.0480647419788582 0.0333104813639553
PSMF1 0.0577264198935354 0.0122198227332608 NA 0.0455065971602746 0.0332867744270138
ZNF736 0.106108120115573 0.0364167636145865 0.0272365510438408 0.0424548054571453 0.0332745928863996
SLC15A4 0.0605851350291219 0.0137340828340263 0.019643435157586 0.0272076170375096 0.0331169693610693
LKAAEAR1 0.063603551043412 0.0152516759197749 0.0188744262964222 0.0294774488272149 0.0331001992038622
NPAS3 0.0514436828837087 0.00917328623589986 0.00783589887169689 0.034434497776112 0.033097110411909
HACD3 0.0643344490145333 0.0156243258823869 0.0130778889178175 0.0356322342143289 0.0330857972497595
MCCC2 0.101416607075635 0.0341891479262778 0.0185515568141916 0.0486759023351652 0.033038311223079
PLB1 0.0910467362450582 0.0290130755123016 0.0193885564790101 0.0426451042537465 0.033020585220455
ZNF571 0.0720600219371176 0.0195407662548239 0.0296083376029616 0.0229109180793321 0.0329784894274698
TCFL5 0.069288372879968 0.0181639003922049 0.00890243889033626 0.0422220335974268 0.0329605720955582
APOL2 0.0637147125862346 0.0153849027860745 0.0188657900383622 0.0294640197617979 0.0329449070140856
STARD10 0.0559439852715681 0.0115221651196978 0.0131077426206992 0.0313140775311711 0.0328996550321725
RHPN1 0.0549238735841802 0.0110413656630336 0.0298245865335695 0.0140579213875771 0.032841142258113
BPTF 0.0855852453376596 0.0263804090596358 0.031887219220008 0.0273176170580158 0.032824427218388
BTNL9 0.0673424565296211 0.0172928418779809 NA 0.0500496146516402 0.0327567727736593
UNC50 0.0647843305787778 0.0160464119943576 NA 0.0487379185844202 0.0326915065900626
ACP2 0.0560891688950176 0.0117261652778646 NA 0.044363003617153 0.0326368383392884
FASTKD3 0.0659597060624888 0.0166889065688027 0.0119329835120567 0.0373378159816294 0.0325818929248834
PDE1C 0.0605427459231552 0.014057117368631 0.0283312876888222 0.018154340865702 0.0324285111858932
IFNGR1 0.0764175547134239 0.0220047585853684 0.0135640089308267 0.0408487871972288 0.0324080375426871
TMTC1 0.0893311472026558 0.0284654682820804 0.0237713039832791 0.0370943749372963 0.032400210638495
INO80B 0.104835831290457 0.0362530295934984 0.023767125937795 0.0448156757591638 0.0323297721034604
EHBP1 0.0677645027944012 0.0177259112046306 0.00973521404694044 0.0403033775428302 0.03231268038514
AURKC 0.0848339030369512 0.0263144447754433 0.0153426041319126 0.0431768541295953 0.0322050134860646
BCHE 0.0915977606396127 0.0297139410366988 0.0248186458476506 0.0370651737552633 0.0321698785662151
SLC41A1 0.0695512638688492 0.0187042368005462 0.0166716300173907 0.0341753970509123 0.0321427902677568
TSTD2 0.0581726770363427 0.0130726437203158 0.00948533272782737 0.0356147005881995 0.0320273895957111
SOX9 0.0630653989223021 0.0155227275027098 0.0127208164005775 0.0348218550190148 0.0320199439168825
ARHGEF16 0.0734164081662601 0.0207105324621475 0.0248181553353433 0.0278877203687693 0.0319953432419651
SEMA3A 0.0487853880991829 0.00841755932356947 0.0226857535780313 0.0176820751975821 0.0319502694520439
SMC6 0.0634922652513828 0.0157933742031785 0.0186188605035321 0.0290800305446722 0.0319055168450258
RSBN1 0.0894751246561608 0.0288515804766466 NA 0.0606235441795142 0.0317719637028676
GDAP1L1 0.0609797493791742 0.0146325435133682 0.0254862137187284 0.0208609921470776 0.0317146623524378
ABCG1 0.0619734098595725 0.0151518388644925 0.025781277356685 0.021040293638395 0.0316697321305875
DNAAF5 0.060774193349244 0.0145834830028578 0.027508551551514 0.0186821587948722 0.0316072273435284
KLKB1 0.0595435841018865 0.0139705680443832 0.0172669414055513 0.028306074651952 0.0316024480131201
PIGH 0.0639665702857701 0.0161940508862486 0.02483246064283 0.0229400587566915 0.0315784685132729
ATP2B2 0.0590572993993261 0.0137468024254245 0.0130204117861533 0.0322900851877483 0.0315636945484771
TRIM66 0.0786279213962245 0.0235373547294632 0.0349459177234488 0.0201446489433125 0.0315532119372981
ZNF66 0.064305358867537 0.0164124076922407 0.0186948100895805 0.0291981410857158 0.0314805434830556
NAA60 0.0824422839112891 0.0254811385711496 0.0373219908879783 0.0196391544521612 0.0314800067689899
ASPHD1 0.0707646763166143 0.0196578564491021 0.0349155932804331 0.0161912265870791 0.0314489634184101
NFRKB 0.15941320180351 0.0639941750625421 0.0171747423869134 0.0782442843540541 0.0314248516784254
SLC2A13 0.0586669302426266 0.0136301865171151 0.00969131187812056 0.0353454318473909 0.0314065572083964
TTC31 0.0640578849189934 0.0163642854048898 0.017687157527048 0.0300064419870556 0.0313293141092138
LRRC8B 0.0674159253906746 0.0180479527888068 0.0134885574190753 0.0358794151827925 0.031320019813061
YIF1B 0.0677441829672913 0.0182245224918612 0.0116292238656296 0.0378904366098005 0.0312951379835689
ANKS3 0.0559465001445569 0.012333507854149 0.0117391792420458 0.0318738130483621 0.0312794844362589
POLR2M 0.0598113003652089 0.0142772706283612 0.0179466261454493 0.0275874035913984 0.0312567591084865
MAPK8 0.0634311072661036 0.0161062622466992 0.0134403890720596 0.0338844559473448 0.0312185827727052
SH2D3A 0.0784414613572661 0.023612326994863 0.028355147709432 0.0264739866529711 0.0312168073675401
OVCH1 0.144769685133718 0.0567782463022661 0.0142520544553998 0.073739384376052 0.0312131925291857
TATDN2 0.0560156387927383 0.012407655749454 0.0267860562303315 0.0168219268129528 0.0312003272938303
DCLK1 0.0640664184456868 0.0164449723220894 0.0183389486808686 0.0292824974427288 0.031176473801508
GNAI1 0.0784306779751946 0.0236340793420677 0.0195838917169161 0.0352127069162108 0.0311625192910592
ATF3 0.0647544601472123 0.0168233212855017 0.0118871705839066 0.036043968277804 0.0311078175762089
TGFB3 0.0630200588016652 0.0159594374030462 NA 0.047060621398619 0.0311011839955728
KCNQ1 0.0746931412042961 0.0217988259932533 0.0134148927864537 0.0394794224245891 0.0310954892177895
CHST11 0.0789377103222112 0.0239396101719038 NA 0.0549981001503074 0.0310584899784036
CHD1 0.0685162057535018 0.018735248358587 NA 0.0497809573949148 0.0310457090363278
JCAD 0.0842643907664478 0.0266182371630429 0.0260696127539053 0.0315765408494996 0.031027916440362
ORC4 0.0604247029476683 0.0147001990046983 0.04572450394297 NA 0.0310243049382717
MCTP2 0.0596106041808331 0.0142974301920914 0.0159068733519301 0.0294063006368116 0.0310157437966503
DEF8 0.0596754724612462 0.0143656616658568 0.0217751688577666 0.0235346419376228 0.0309441491295326
KCNIP4 0.0624277947594887 0.015747770814503 0.0242940788596467 0.022385945085339 0.0309322531304827
C7orf31 0.0589982246362776 0.014070446923125 0.00751098764637426 0.0374167900667783 0.0308573307900276
ZNF782 0.0798469734372706 0.0245037803427878 NA 0.0553431930944828 0.030839412751695
NHP2 0.0644057278077858 0.0167841983921903 0.026397757754469 0.0212237716611265 0.0308373310234052
CHRNB3 0.064654561767058 0.016943250895006 0.0125336603392244 0.0351776505328276 0.030768059977046
TSPAN2 0.0859503286915096 0.0276011222141834 0.0250830170133892 0.033266189463937 0.0307480842631428
ACAT1 0.0584375833408949 0.0138537108525405 0.0241735303678812 0.0204103421204732 0.0307301616358139
DAB2 0.0627799798360762 0.0160290778408584 0.012676480656711 0.0340744213385068 0.0307218241543594
PRDX3 0.0757087765192883 0.022538772535309 0.0209925402904232 0.0321774636935561 0.0306312314486703
RNASEH2B 0.0584307889569742 0.0139128478866086 0.0282539970643888 0.0162639440059768 0.030605093183757
TMEM121B 0.0776880087362991 0.0235467667211821 0.0117430863628798 0.0423981556522372 0.0305944752939349
MRPL54 0.0652244668597202 0.0173407166908037 0.0269508786188453 0.0209328715500712 0.0305430334781128
CEMIP2 0.0598926831507831 0.0147222551220954 0.0176294420587101 0.0275409859699776 0.0304481729065923
KIF17 0.0784075428078419 0.024018675626386 0.0369243751727394 0.0174644920087165 0.0303701915550699
PIGU 0.0613874808707671 0.0155536316202646 NA 0.0458338492505025 0.0302802176302379
ECHDC1 0.0672451570974334 0.0184968631684054 0.0137177678228037 0.0350305261062243 0.0302514307606226
PIGK 0.0653830318993648 0.0175734292247547 0.013406279027938 0.0344033236466721 0.0302361734498554
HAGHL 0.0753732322840326 0.0225693511624724 0.0224793833174104 0.0303244978041498 0.0302345299590878
TOR1AIP1 0.0580454715465669 0.0139380430628314 0.0121011721953529 0.0320062562883826 0.0301693854209041
ADD3 0.0599644556519558 0.0149008245658205 0.0127871375311381 0.0322764935549972 0.0301628065203148
CCDC15 0.0870309734964551 0.0284365507735234 0.0237468172084544 0.0348476055144773 0.0301578719494083
VLDLR 0.059900755502745 0.0148734834631469 0.0171971329020842 0.0278301391375139 0.0301537885764512
TMEM39B 0.0612232330706239 0.0155556603867574 0.009151404425355 0.0365161682585115 0.0301119122971091
ADGRL2 0.0611539691986346 0.0155285508801807 0.0268383022899075 0.0187871160285464 0.0300968674382732
PSMA1 0.0599979060501591 0.0149559575986836 0.0216231620448696 0.0234187864066059 0.0300859908527919
THNSL2 0.0591022325177401 0.014512311567397 0.0176219390618964 0.0269679818884467 0.0300776093829461
MAML1 0.0775853945633658 0.0237561305943635 0.0364965111900027 0.0173327527789996 0.0300731333746388
FBXO27 0.0828025546766445 0.0263846498425687 0.0220328509691643 0.0343850538649115 0.0300332549915071
GLIS3 0.149680095902194 0.059834617953573 0.0675220619784118 0.0223234159702094 0.0300108599950482
RPN1 0.0562776554296916 0.0131501014476737 0.0126956648725838 0.0304318891094341 0.0299774525343442
ZNF579 0.0548949190000188 0.0124763623034644 0.0176870899741158 0.0247314667224386 0.02994219439309
ZSCAN22 0.0854893799512343 0.0277886031040755 0.0185863345956467 0.0391144422515121 0.0299121737430833
ZNF704 0.0639807018748822 0.0170352961393857 0.0271966568380432 0.0197487488974533 0.0299101095961108
BRD4 0.0589617270394705 0.0145311700733219 0.0167498644593711 0.0276806925067775 0.0298993868928267
DEUP1 0.0823857767029949 0.0262517266021585 0.0219216536108575 0.0342123964899789 0.0298823234986779
AP1S3 0.0596312957955056 0.0148810168771364 0.0184780727812248 0.0262722061371444 0.0298692620412328
ATG7 0.056749533694216 0.0134420194106314 0.025049255833098 0.0182582584504866 0.0298654948729532
KIAA0586 0.0749255944327794 0.0225375517249506 0.0272507392132225 0.0251373034946063 0.0298504909828782
SAMD8 0.0579363431296697 0.0140478784533795 0.0216550625763773 0.0222334020999129 0.0298405862229107
HS6ST3 0.0530833668905236 0.0116342454943906 0.009705648480414 0.031743472915719 0.0298148759017424
RPL6 0.0475722600116579 0.00887929510470886 0.0233010727425301 0.0153918921644189 0.0298136698022401
DIS3L 0.0654313027173978 0.0178138156997082 0.0138640420639931 0.0337534449536965 0.0298036713179814
TCP10L 0.0610082159632104 0.01561865942331 0.0145609257746433 0.0308286307652571 0.0297708971165904
FOXO6 0.062193159072631 0.0162159593914687 0.0113373805712752 0.0346398191098871 0.0297612402896936
RTL10 0.0657939689653596 0.0180648818186167 0.0204166876578389 0.027312399488904 0.0296642053281262
SGPL1 0.0606282254257537 0.0154938529963889 0.0241288294922197 0.0210055429371451 0.0296405194329759
HLA-F 0.0520208964652856 0.0111926809684705 0.0159275993551122 0.0249006161417029 0.0296355345283446
FARS2 0.196882305557349 0.0836269212883062 0.0289531654375279 0.084302218831515 0.0296284629807367
AGRN 0.0641646427301178 0.0172800240412551 0.0146981752134722 0.0321864434753905 0.0296045946476076
CNOT9 0.0728380426350602 0.0216555161766265 0.0179259811089871 0.0332565453494466 0.0295270102818072
EBF2 0.0595867173038999 0.0150299925475116 0.0132045658323 0.0313521589240883 0.0295267322088767
ZCRB1 0.0644176708075201 0.0174654154526229 NA 0.0469522553548972 0.0294868399022743
HIVEP2 0.0785997855101538 0.0245570078918251 0.0124711519285462 0.0415716256897825 0.0294857697265036
CLN5 0.0733925288214427 0.0219851416480094 0.0121577662538255 0.0392496209196078 0.0294222455254239
GPLD1 0.0526735724750207 0.0116283934074337 0.026323916339755 0.014721262727832 0.0294167856601533
NR2F6 0.0649717354045549 0.0178118385178271 0.015108992925807 0.0320509039609208 0.0293480583689007
CDYL2 0.0708195618005573 0.0207703842730302 0.0180741143491098 0.0319750631784173 0.0292787932544969
PFKM 0.0628557947962986 0.0167901079319521 0.0132108272794487 0.0328548595848978 0.0292755789323944
SPATA6L 0.0733386498517258 0.0220344833685923 0.0200301295027325 0.031274036980401 0.0292696831145412
PRTFDC1 0.0626771728160925 0.01672386912487 NA 0.0459533036912225 0.0292294345663525
TAFA5 0.0592740490832944 0.015024682479465 0.0126289236766556 0.0316204429271738 0.0292246841243644
COMMD9 0.0590492291106963 0.0149129915616992 0.0142737043754148 0.0298625331735823 0.0292232459872979
KDM4C 0.0578998903549989 0.014358081187658 0.011039190824083 0.0325026183432579 0.0291837279796829
CABLES2 0.0775767658760732 0.0241988157259698 0.0281773413486266 0.0252006088014768 0.0291791344241336
CDKN2D 0.0754443188004301 0.0231590546959495 0.0140001319971859 0.0382851321072947 0.0291262094085311
GALC 0.0619135444016081 0.0163970945016042 0.0109621076288093 0.0345543422711946 0.0291193553983997
ZNF260 0.0634824270280488 0.0172007136164942 0.0171592997334895 0.0291224136780651 0.0290809997950604
OPN4 0.0593947380111445 0.0151568964542337 0.0121809956325094 0.0320568459244014 0.0290809451026771
MBOAT2 0.0938626133612735 0.0324003735931442 0.0417671590943215 0.0196950806738078 0.0290618661749851
ADCY10 0.0583370462929374 0.0146425642163005 0.0186071726173921 0.0250873094592448 0.0290519178603364
TOR3A 0.0494772236217623 0.0102175789698332 NA 0.0392596446519291 0.0290420656820959
IFT27 0.0609905251225044 0.0159844140170073 0.0153668483551439 0.0296392627503532 0.0290216970884898
FUCA2 0.0516357750761409 0.0113128367837171 0.0106255021135063 0.0296974361789175 0.0290101015087067
PHC2 0.0624015400128012 0.0167448651406577 0.0139231208715209 0.0317335540006226 0.0289118097314858
ARHGEF3 0.0560618562293018 0.0135781666434331 NA 0.0424836895858687 0.0289055229424356
TMUB2 0.119445224912612 0.0452729473678234 0.0195575293444886 0.0546147482002999 0.0288993301769651
HGH1 0.0515873879763289 0.0113453349213464 0.0402420530549825 NA 0.0288967181336361
FCGBP 0.0598874787674609 0.0155003818154839 NA 0.044387096951977 0.0288867151364931
DEPTOR 0.0571155580611626 0.0141177195073199 0.0202238336578668 0.0227740048959759 0.0288801190465228
JMJD1C 0.0468910787356318 0.00902119784492728 0.00616872172353733 0.0317011591671672 0.0288486830457773
TLCD4 0.0523751836078091 0.0117702635642121 0.0172804267853465 0.0233244932582505 0.0288346564793849
FOXK2 0.0967610260514432 0.0339772303043499 0.0404726659310869 0.0223111298160064 0.0288065654427434
N4BP2L2 0.0730408375470942 0.0221353790077155 0.0261432031633631 0.0247622553760156 0.0287700795316632
OBSL1 0.0694372550040945 0.0203385152006096 0.0169769818278507 0.0321217579756342 0.0287602246028753
PGM2L1 0.0743551192974744 0.0228291002950576 0.0200843849486761 0.0314416340537407 0.0286969187073592
SNX8 0.0420681323145693 0.00670117294668615 0.0108698964426247 0.0244970629252584 0.028665786421197
PRKCH 0.0572061973962251 0.0142721524481446 0.0248710099927337 0.0180630349553468 0.0286618924999359
GYPC 0.0554073805410188 0.0133816896500056 0.0116949864952084 0.0303307043958048 0.0286440012410076
LIMK2 0.0792135104065213 0.025288919679184 0.0183807770313523 0.035543813695985 0.0286356710481533
TDRKH 0.0599678275687689 0.0156756623272811 0.0230787096282421 0.0212134556132457 0.0286165029142067
CAP2 0.0553852208141916 0.0133975016710576 0.013419416928777 0.028568302214357 0.0285902174720764
LOXL2 0.0558339265947175 0.013627340147511 NA 0.0422065864472065 0.0285792462996955
POP4 0.0574539442533666 0.0144512096721351 0.0218342111049837 0.0211685234762478 0.0285515249090964
SP140L 0.0659297301615633 0.0187005070141704 0.0228348439298925 0.0243943792175004 0.0285287161332225
HOXA1 0.175655623028401 0.0735807759030722 0.0721169504157178 0.0299578967096109 0.0284940712222565
SMIM18 0.0624377630835928 0.0169804603783289 0.0153422685356261 0.0301150341696378 0.028476842326935
ABHD12B 0.0533856367899128 0.0124607791455944 0.0117837597918402 0.0291410978524782 0.028464078498724
NEB 0.0534543671806143 0.0124998883027518 0.0127329630537169 0.0282215158241456 0.0284545905751107
DRICH1 0.0605151480547613 0.0160378627924319 0.0244426077926281 0.0200346774697013 0.0284394224698975
TMEM98 0.0554374194715421 0.0135332228568685 NA 0.0419041966146736 0.0283709737578051
SERINC5 0.0573462919729081 0.0145135638834408 NA 0.0428327280894673 0.0283191642060265
WNT9A 0.0652813649326816 0.0184844966104257 0.0467968683222559 NA 0.0283123717118302
EPS15L1 0.0704305981483057 0.0210814541217612 0.0188566460363764 0.0304924979901681 0.0282676899047833
TAF15 0.0595098911127157 0.0156223589510407 0.0125079702561145 0.0313795619055605 0.0282651732106343
CBFA2T2 0.0595541046671604 0.0156616243660073 0.0184933701729132 0.0253991101282399 0.0282308559351458
CAMSAP1 0.0615823569969238 0.016685363419111 0.0251580568419098 0.019738936735903 0.0282116301587018
ZNF844 0.0552434397373617 0.0135248668845188 0.0154783508913534 0.0262402219614895 0.0281937059683241
TOM1 0.064338935347489 0.0180739869371435 0.0184832899328607 0.0277816584774848 0.028190961473202
RHOC 0.07016469859098 0.0209894316442444 0.0197447399448984 0.0294305270018372 0.0281858353024912
SNX4 0.0562110350313552 0.014013713858123 0.0157140839774658 0.0264832371957664 0.0281836073151092
SMAD1 0.0505539540217267 0.0111951236932556 0.012483105107988 0.0268757252204831 0.0281637066352155
KDM1B 0.0955069775750606 0.0336768429641797 0.0257153479098129 0.036114786701068 0.0281532916467012
ADAT1 0.0587243259766963 0.0152865125043236 0.0234884203022895 0.0199493931700832 0.0281513009680491
TTC5 0.0608145747449214 0.0163464829627182 0.0153048064847379 0.0291632852974653 0.028121608819485
ADORA1 0.0656178069725221 0.0187586043553281 0.0173522413575159 0.0295069612596781 0.0281005982618659
ATP6V1C2 0.0664317887800783 0.0191706012933305 0.0236298989598668 0.023631288526881 0.0280905861934173
FTCDNL1 0.0527685032683563 0.0123580647041331 0.0247638872939123 0.0156465512703109 0.0280523738600901
PARP1 0.0803395738292269 0.0262162430510536 0.032710070895544 0.0214132598826293 0.0279070877271197
PDP1 0.0595419169136547 0.0158454897757488 0.0140029109498577 0.0296935161880482 0.0278509373621571
RASL11A 0.0582197184144326 0.0152031611731225 0.0228128967806225 0.0202036604606876 0.0278133960681876
NGB 0.0588427907413109 0.0155195316720483 0.0244147414094987 0.0189085176597639 0.0278037273972143
GPR156 0.0629757229267898 0.0176015459026536 0.011394055735136 0.0339801212890002 0.0277726311214826
ORC3 0.0957650718880243 0.0340079214137685 0.0231535590845764 0.0386035913896794 0.0277492290604873
SLCO4A1 0.0925629088852727 0.0324228435539607 0.0234913001318821 0.0366487651994299 0.0277172217773513
BAIAP2 0.0576213063312704 0.0149615971536535 0.0207239758817956 0.0219357332958213 0.0276981120239634
G0S2 0.0768501193048032 0.0245823400513111 0.0181879433622052 0.0340798358912869 0.027685439202181
AIMP2 0.056417618971425 0.0143763376575703 0.0122151800770756 0.0298261012367791 0.0276649436562844
ZMYND8 0.0703002757101749 0.0213439257559798 0.0178174315631985 0.0311389183909966 0.0276124241982153
RAPGEF5 0.0537346991839083 0.013073454104521 0.0104451098075069 0.0302161352718804 0.0275877909748663
PDE11A 0.0582996002737958 0.0153598622689265 0.0188328486763899 0.0241068893284794 0.0275798757359428
RIPK4 0.0634080970523062 0.0179307937005652 0.0242142497576984 0.0212630535940426 0.0275465096511758
DDX20 0.088257567372792 0.0303759698593664 0.0353457479031686 0.022535849610257 0.0275056276540592
TMEM129 0.0615094696398305 0.017022818499954 0.0150252568340109 0.0294613943058656 0.0274638326399225
CEACAM19 0.059958520970766 0.0162705257808189 0.0135776144785335 0.0301103807114136 0.0274174694091282
ALDH1A2 0.047322770371322 0.00995660798861009 0.0109400063848401 0.0264261559978718 0.0274095543941018
ZIC2 0.0557407227146372 0.0141855832139434 0.0104218351055875 0.0311333043951063 0.0273695562867504
DSE 0.0663933835768048 0.0195149320284823 0.0263266694357758 0.0205517821125467 0.0273635195198402
SHROOM3 0.0816201079910936 0.0271320638433169 0.0226581409939324 0.0318299031538443 0.0273559803044598
CFAP97 0.0637350031614742 0.018191053040259 0.0231614016898959 0.0223825484313193 0.0273528970809562
OGA 0.0482017241463958 0.0104287314672034 0.0100793245684709 0.0276936681107215 0.027344261211989
GXYLT1 0.0547385118568797 0.0137027727115112 NA 0.0410357391453685 0.0273329664338573
FECH 0.032648208958185 0.0026578366515263 NA 0.0299903723066587 0.0273325356551324
FLYWCH1 0.106936090093908 0.0398104694851689 0.0208783014095268 0.0462473191992123 0.0273151511235702
SRA1 0.0610993127051648 0.0168996804510864 0.0172484954922636 0.0269511367618148 0.027299951802992
FANCA 0.0499407454247992 0.011334814682035 0.0127086160117089 0.0258973147310553 0.0272711160607292
KLHL7 0.065667554864511 0.0191998950419506 0.0159246633708456 0.0305429964517148 0.0272677647806098
PRR15L 0.0514254588700948 0.0120932556981141 0.024178737022059 0.0151534661499217 0.0272389474738666
TET2 0.0682444534788612 0.0205093319562143 0.0121603299692449 0.035574791553402 0.0272257895664326
BORCS5 0.0910199925490893 0.0319092061592443 0.0104944361252171 0.0486163502646279 0.0272015802306007
ZNF253 0.0736665356306314 0.0232460712788243 0.0196841559124555 0.0307363084393516 0.0271743930729828
CDO1 0.0522126516840091 0.0125388983657342 0.0109534513448167 0.0287203019734582 0.0271348549525407
LRRTM3 0.0566080576887973 0.0147519647608105 0.0185726201681854 0.0232834727598014 0.0271041281671763
PPM1B 0.0580291499415982 0.015474897518504 0.0152552329804808 0.0272990194426134 0.0270793549045902
LNPEP 0.0561333488870109 0.0145290512612715 0.0157830855125893 0.0258212121131501 0.0270752463644679
ZFP2 0.0599170447679294 0.0164384772187 0.0187564520681083 0.0247221154811211 0.0270400903305294
EPB41L3 0.0521740445858492 0.0125685372369779 0.0245501700850992 0.0150553372637721 0.0270369701118934
NRIP2 0.0613565701210957 0.0171735493658391 0.0137240499507939 0.0304589708044627 0.0270094713894175
RWDD4 0.0539477916061805 0.0134801380953993 0.0138888143938419 0.0265788391169393 0.0269875154153819
TMEM170B 0.06930480488551 0.0211695620354491 0.0118460615252117 0.0362891813248492 0.0269656808146118
ZNF283 0.0742765756164717 0.0236656947765801 0.0197587019994414 0.0308521788404502 0.0269451860633115
AKR1E2 0.0686217377366022 0.0208428524592864 0.0188358322350786 0.0289430530422372 0.0269360328180294
GRK7 0.0538574910016522 0.0134809627839771 0.0162585415177224 0.0241179866999527 0.026895565433698
REEP5 0.0685222541926035 0.020817716708027 0.020886202462591 0.0268183350219855 0.0268868207765495
THSD4 0.0517097955795495 0.0124211277039782 0.0190180911113897 0.0202705767641816 0.0268675401715931
NAALADL2 0.0745322052809546 0.0238356002519838 0.0278880796790852 0.0228085253498856 0.026861004776987
VPS26C 0.0549552239311054 0.0140640591895773 0.0200144350976051 0.020876729643923 0.0268271055519508
SALL4 0.0574813077516607 0.015331577561964 0.0207082103574512 0.0214415198322455 0.0268181526277327
GLDC 0.0650782304466869 0.0191347520751877 0.0287265086508048 0.0172169697206944 0.0268087262963115
MRPL36 0.0598783174206635 0.0165398390157652 0.016122458155896 0.0272160202490023 0.0267986393891331
TEP1 0.0623991838092243 0.0178132114981885 0.0137859569232618 0.030800015387774 0.0267727608128473
RGMA 0.112241095747713 0.0427357835830461 0.0286217304923827 0.0408835816722839 0.0267695285816205
RBPJ 0.0541675773868923 0.0137128596697681 0.0404547177171242 NA 0.0267418580473561
CASP3 0.0609074112399475 0.0170831955428264 NA 0.0438242156971211 0.0267410201542947
INHA 0.054724146982191 0.0139931034032122 0.0134185737109606 0.0273124698680182 0.0267379401757666
RGS5 0.0540616289743343 0.0136727467949332 0.0227102981302174 0.0176785840491837 0.0267161353844679
PTPN13 0.0588846034867144 0.0160980801313425 0.0148759347539893 0.0279105886013826 0.0266884432240294
PLCD3 0.0521049960641956 0.0127248700688879 0.0235675700241693 0.0158125559711384 0.0266552559264198
TMEM9 0.0876915578042887 0.0305275793661634 0.00801405765308438 0.0491499207850409 0.0266363990719619
GNAT3 0.0994374052621677 0.0364180324392011 0.0304322028465416 0.032587169976425 0.0266013403837655
DERL2 0.0925731256117786 0.032990911567352 0.0380304533466724 0.0215517606977542 0.0265913024770746
DGCR2 0.0760799515504632 0.0247467299666699 0.0182628069925185 0.0330704145912748 0.0265864916171234
BICD1 0.0773660854817592 0.0254047791353744 0.0267592224984459 0.0252020838479389 0.0265565272110104
OSBPL2 0.0574265129348558 0.0154377935480459 0.017649057660663 0.0243396617261469 0.026550925838764
TMEM81 0.0506332619236933 0.0120471120820164 0.0137528037649581 0.0248333460767188 0.0265390377596605
ABCG8 0.0571229216964719 0.0152963482226196 0.0190773319512314 0.0227492415226209 0.0265302252512327
DNALI1 0.123755845530085 0.0486196552642496 0.01195239538436 0.063183794881475 0.0265165350015854
IQCB1 0.0767976524558976 0.0251548021261017 0.0188554973780071 0.0327873529517888 0.0264880482036942
CDK5RAP2 0.0545710920868479 0.0140681936441577 0.0158020649121555 0.0247008335305347 0.0264347047985325
CEP192 0.0567062625556459 0.0151468529516382 0.0218232626259083 0.0197361469780994 0.0264125566523695
GLO1 0.0534191027951264 0.0135076094841601 0.0125513088030214 0.0273601845079449 0.0264038838268062
NUDT7 0.0647234284858562 0.0191823103925911 0.026127647208381 0.0194134708848841 0.026358807700674
ADAM17 0.0570514789094607 0.0153610836949772 0.0219425944781103 0.0197478007363732 0.0263293115195063
ABHD6 0.127005205012197 0.0503425874447335 0.0112542152059241 0.0654084023615394 0.02632003012273
BGLAP 0.0875171152916795 0.0306424906263263 0.0102925238125384 0.0465821008528148 0.0262321340390269
PITX1 0.0843709999872795 0.0290738250945415 0.0174203441274271 0.0378768307653109 0.0262233497981965
PURG 0.0766231423187865 0.0252119304615174 0.0185496321117886 0.0328615797454805 0.0261992813957517
SMARCD3 0.0551335625116068 0.0144715753632682 0.0406619871483386 NA 0.0261904117850704
TRAPPC9 0.0586517442472033 0.0162412813615281 0.0139011146749892 0.028509348210686 0.0261691815241471
METTL22 0.0546332198415905 0.0142327037061507 0.0159725406256221 0.0244279755098177 0.0261678124292891
CRB3 0.0604005667903737 0.0171184110026358 0.0224754173080775 0.0208067384796604 0.0261637447851021
SLC25A13 0.0725786311970148 0.0232212089287962 0.0159478246682601 0.0334095975999585 0.0261362133394224
CCNC 0.0650478043616135 0.0194562401017053 0.0134321972227009 0.0321593670372073 0.0261353241582029
IL6ST 0.0532973568876617 0.0135918960156675 0.0217504746238086 0.0179549862481856 0.0261135648563267
AFDN 0.0587981727468678 0.0163447001726149 0.0161076320008743 0.0263458405733786 0.026108772401638
EP300 0.0392368699311216 0.00658818391365712 0.0214658840047113 0.0111828020127532 0.0260605021038074
TAF6 0.0589360760951498 0.016438555418009 0.0210137962832426 0.0214837243938982 0.0260589652591318
TXNRD1 0.0414246062999346 0.00770872444963744 0.00566223482514261 0.0280536470251546 0.0260071574006598
APPL2 0.171319421213641 0.0726651241921607 0.0121519307926296 0.0865023662288504 0.0259891728293193
ZNF678 0.055872371244014 0.0149474455609185 0.0126053414222056 0.0283195842608899 0.025977480122177
ETAA1 0.0530681814198953 0.0135522895080334 0.0214833820319468 0.0180325098799151 0.0259636024038285
CHURC1 0.0521811551230756 0.0131152551376117 0.0110030061978957 0.0280628937875682 0.0259506448478522
NENF 0.0577205077165823 0.0158866701379006 0.0205091776067727 0.021324659971909 0.0259471674407811
